central/proyect,type,technology,fuel,fuel_code,load_area,balancing_area,intalation_year
ccc_cfe_24,optimization,combined_cycle,natural_gas,g,01-central,31-central,2019-
ccc_cfe_03,rehabilitation_modernization,combined_cycle,natural_gas,g_tuxpoz,02-oriental,32-poza_rica,2016
ccc_cfe_06,rehabilitation_modernization,combined_cycle,natural_gas,g_slorp,01-central,31-central,2017
ccc_cog_01,optimization,combined_cycle,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,2019-
ccc_gen_01,firm_project,combined_cycle,natural_gas,g_petsal,03-occidental,23-guadalajara,2019
ccc_gen_02,firm_project,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019
ccc_gen_03,firm_project,combined_cycle,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,2020
ccc_otr_01,firm_project,combined_cycle,natural_gas,g_i_noro,08-baja_california,48-mexicali,2016
ccc_otr_02,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,03-obregon,2017
ccc_otr_03,firm_project,combined_cycle,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,2018
ccc_otr_04,optimization,combined_cycle,natural_gas,g_2boca,02-oriental,33-veracruz,2019-
ccc_otr_05,optimization,combined_cycle,natural_gas,zzon_noro,04-noroeste,06-mazatlan,2019-
ccc_otr_06,optimization,combined_cycle,natural_gas,zzon_noro,04-noroeste,04-los_mochis,2019-
ccc_otr_07,optimization,combined_cycle,natural_gas,zzon_noro,04-noroeste,04-los_mochis,2019-
ccc_otr_08,optimization,combined_cycle,natural_gas,g_sauzqro,03-occidental,26-salamanca,2019-
ccc_otr_09,optimization,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
ccc_otr_10,optimization,combined_cycle,natural_gas,zzon_nort,05-norte,09-chihuahua,2019-
ccc_01,firm_project,combined_cycle,natural_gas,g_i_jovibn,08-baja_california,47-ensenada,2016
ccc_03,firm_project,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,2018
ccc_06,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,04-los_mochis,2019
ccc_02,firm_project,combined_cycle,natural_gas,zzon_nort,05-norte,07-juarez,2017
ccc_04,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,04-los_mochis,2019
ccc_pp_01,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,01-hermosillo,2017
ccc_pp_02,optimization,combined_cycle,natural_gas,zzon_noro,04-noroeste,01-hermosillo,2019-
cce_cog_10,firm_project,co_gen,natural_gas,g_tuxpoz,02-oriental,38-tabasco,2017
cce_cog_01,firm_project,co_gen,natural_gas,g_sauzqro,03-occidental,30-queretaro,2016
cce_cog_02,firm_project,co_gen,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,2016
cce_cog_03,firm_project,co_gen,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,2016
cce_cog_04,firm_project,co_gen,natural_gas,g_ahnrr,06-noreste,17-saltillo,2016
cce_cog_05,firm_project,co_gen,natural_gas,g_ahnrr,06-noreste,17-saltillo,2016
cce_cog_06,firm_project,co_gen,natural_gas,g_slorp,01-central,31-central,2016
cce_cog_12,firm_project,co_gen,natural_gas,g_ahnrr,06-noreste,16-monterrey,2020
cce_cog_13,firm_project,co_gen,natural_gas,g_tuxpoz,02-oriental,36-temascal,2020
cce_cog_14,firm_project,co_gen,natural_gas,g_central,01-central,31-central,2020
cce_cog_08,firm_project,co_gen,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,2016
cce_cog_09,firm_project,co_gen,natural_gas,zzon_noro,04-noroeste,02-cananea,2016
cce_cog_18,optimization,co_gen,natural_gas,g_slorp,01-central,31-central,2019-
cce_cog_23,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,30-queretaro,2019-
cce_cog_24,optimization,co_gen,natural_gas,g_petsal,03-occidental,23-guadalajara,2019-
cce_cog_25,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,26-salamanca,2019-
cce_cog_26,optimization,co_gen,diesel,d_naciona,03-occidental,22-tepic,2019-
cce_cog_27,optimization,co_gen,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
cce_cog_28,optimization,co_gen,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
cce_cog_29,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_30,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_31,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_32,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_33,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,24-aguascalientes,2019-
cce_cog_34,optimization,co_gen,natural_gas,zzon_nort,05-norte,11-laguna,2019-
cce_cog_19,optimization,co_gen,natural_gas,gn_altam,06-noreste,19-huasteca,2019-
cce_cog_15,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,26-salamanca,2019-
cce_cog_35,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_16,optimization,co_gen,natural_gas,g_penin,07-peninsular,42-merida,2019-
cce_cog_36,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_37,optimization,co_gen,natural_gas,g_penin,07-peninsular,42-merida,2019-
cce_cog_38,optimization,co_gen,diesel,d_naciona,02-oriental,33-veracruz,2019-
cce_cog_39,optimization,co_gen,natural_gas,gn_altam,06-noreste,19-huasteca,2019-
cce_cog_40,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,30-queretaro,2019-
cce_cog_41,optimization,co_gen,natural_gas,g_slorp,01-central,31-central,2019-
cce_cog_42,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,25-san_luis_potosi,2019-
cce_cog_21,optimization,co_gen,diesel,d_naciona,03-occidental,27-manzanillo,2019-
cce_cog_43,optimization,co_gen,diesel,d_naciona,02-oriental,32-poza_rica,2019-
cce_cog_44,optimization,co_gen,natural_gas,gn_tuxp,02-oriental,36-temascal,2019-
cce_cog_45,optimization,co_gen,natural_gas,gn_tuxp,02-oriental,32-poza_rica,2019-
cce_cog_46,optimization,co_gen,fuel_oil,c_n_vizc,10-baja_california_sur-mulege,53-mulege,2019-
cce_cog_47,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019-
cce_cog_11,optimization,co_gen,natural_gas,g_i_noro,08-baja_california,48-mexicali,2019-
cce_cog_22,optimization,co_gen,natural_gas,g_tuxpoz,02-oriental,38-tabasco,2019-
cce_cog_48,optimization,co_gen,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,2019-
cce_cog_20,optimization,co_gen,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,2019-
cce_cog_49,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019-
cce_cog_50,optimization,co_gen,natural_gas,g_tuxpoz,02-oriental,38-tabasco,2019-
cce_cog_17,optimization,co_gen,natural_gas,g_tuxpoz,02-oriental,38-tabasco,2019-
cce_cog_51,optimization,co_gen,natural_gas,g_slorp,01-central,31-central,2019-
cce_cog_52,optimization,co_gen,natural_gas,g_sauzqro,03-occidental,24-aguascalientes,2019-
cce_cog_53,optimization,co_gen,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
cce_cog_54,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_55,optimization,co_gen,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,2019-
cce_cog_56,optimization,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_cog_57,optimization,co_gen,diesel,d_naciona,06-noreste,19-huasteca,2019-
cce_gen_01,firm_project,co_gen,natural_gas,g_tuxpoz,02-oriental,38-tabasco,2017
cce_gen_02,optimization,co_gen,natural_gas,gn_altam,06-noreste,19-huasteca,2019-
cce_gco_04,generic_project,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_gco_05,generic_project,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_gco_06,generic_project,co_gen,natural_gas,zzon_nort,05-norte,09-chihuahua,2019-
cce_gco_01,generic_project,co_gen,natural_gas,zzon_nort,05-norte,09-chihuahua,2019-
cce_gco_07,generic_project,co_gen,natural_gas,g_petsal,03-occidental,23-guadalajara,2019-
cce_gco_08,generic_project,co_gen,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019-
cce_gco_09,generic_project,co_gen,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019-
cce_gco_10,generic_project,co_gen,natural_gas,zzon_noro,04-noroeste,01-hermosillo,2019-
cce_gco_11,generic_project,co_gen,natural_gas,gn_altam,06-noreste,19-huasteca,2019-
cce_gco_12,generic_project,co_gen,natural_gas,g_penin,07-peninsular,42-merida,2019-
cce_gco_13,generic_project,co_gen,natural_gas,g_penin,07-peninsular,42-merida,2019-
cce_gco_14,generic_project,co_gen,natural_gas,g_slorp,02-oriental,34-puebla,2019-
cce_gco_15,generic_project,co_gen,natural_gas,g_sauzqro,03-occidental,30-queretaro,2019-
cce_gco_16,generic_project,co_gen,natural_gas,gn_tuxp,02-oriental,38-tabasco,2019-
cce_gco_17,generic_project,co_gen,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,2019-
cce_gco_18,generic_project,co_gen,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,2019-
cce_gco_02-cce_gco_03_2/,generic_project,co_gen,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,2019-
cce_gco_19,generic_project,co_gen,natural_gas,g_tuxpoz,02-oriental,32-poza_rica,2019-
cce_gco_20,generic_project,co_gen,diesel,d_naciona,01-central,31-central,2019-
cce_gco_21,generic_project,co_gen,diesel,d_naciona,05-norte,10-durango,2019-
cce_gco_22,generic_project,co_gen,diesel,d_naciona,03-occidental,23-guadalajara,2019-
cce_gco_23,generic_project,co_gen,diesel,d_naciona,06-noreste,16-monterrey,2019-
cce_gco_24,generic_project,co_gen,diesel,d_bcn,10-baja_california_sur-mulege,53-mulege,2019-
cce_gco_25,generic_project,co_gen,diesel,d_naciona,03-occidental,30-queretaro,2019-
cce_gco_26,generic_project,co_gen,diesel,d_naciona,03-occidental,25-san_luis_potosi,2019-
cce_gco_27,generic_project,co_gen,diesel,d_naciona,02-oriental,32-poza_rica,2019-
cce_gco_28,generic_project,co_gen,fuel_oil,c_n_tula,01-central,31-central,2019-
cce_gco_29,generic_project,co_gen,fuel_oil,c_n_sala,03-occidental,23-guadalajara,2019-
cce_gco_30,generic_project,co_gen,fuel_oil,c_n_sala,03-occidental,30-queretaro,2019-
cce_gco_31,generic_project,co_gen,natural_gas,g_petsal,03-occidental,28-carapan,2019-
cce_gco_32,generic_project,co_gen,natural_gas,g_central,01-central,31-central,2019-
cce_gco_33,generic_project,co_gen,natural_gas,zzon_nort,05-norte,10-durango,2019-
cce_gco_34,generic_project,co_gen,natural_gas,g_petsal,03-occidental,23-guadalajara,2019-
cce_gco_35,generic_project,co_gen,diesel,d_penins,07-peninsular,41-lerma,2019-
cce_gco_36,generic_project,co_gen,diesel,d_penins,07-peninsular,42-merida,2019-
cce_gco_37,generic_project,co_gen,natural_gas,g_i_jovibn,08-baja_california,48-mexicali,2019-
cce_gco_38,generic_project,co_gen,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
cce_gco_39,generic_project,co_gen,natural_gas,g_slorp,02-oriental,34-puebla,2019-
cce_gco_40,generic_project,co_gen,natural_gas,g_ahnrr,06-noreste,12-rio_escondido,2019-
cce_gco_41,generic_project,co_gen,natural_gas,g_sauzqro,03-occidental,26-salamanca,2019-
cce_gco_42,generic_project,co_gen,natural_gas,g_sauzqro,03-occidental,25-san_luis_potosi,2019-
cci_aut_04,firm_project,internal_combustion,diesel,d_naciona,06-noreste,12-rio_escondido,2016
cci_aut_05,optimization,internal_combustion,diesel,d_naciona,03-occidental,26-salamanca,2019-
cci_aut_06,optimization,internal_combustion,natural_gas,g,01-central,31-central,2019-
cci_aut_07,optimization,internal_combustion,diesel,d_naciona,06-noreste,12-rio_escondido,2019-
cci_aut_08,optimization,internal_combustion,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019-
cci_aut_09,optimization,internal_combustion,diesel,d_penins,07-peninsular,43-cancun,2019-
cci_aut_10,optimization,internal_combustion,natural_gas,g,01-central,31-central,2019-
cci_aut_11,optimization,internal_combustion,natural_gas,g_penin,07-peninsular,42-merida,2019-
cci_aut_12,optimization,internal_combustion,diesel,d_naciona,06-noreste,16-monterrey,2019-
cci_aut_13,optimization,internal_combustion,natural_gas,gn_altam,06-noreste,21-guemez,2019-
cci_aut_14,optimization,internal_combustion,diesel,d_bcn,08-baja_california,48-mexicali,2019-
cci_aut_15,optimization,internal_combustion,diesel,d_naciona,01-central,31-central,2019-
cci_cfe_01,firm_project,internal_combustion,fuel_oil,c_n_vizc,09-baja_california_sur-la_paz,51-la_paz,2016
cci_cfe_04,firm_project,internal_combustion,fuel_oil,c_n_vizc,09-baja_california_sur-la_paz,51-la_paz,2018
cci_cfe_02,firm_project,internal_combustion,fuel_oil,c_n_vizc,10-baja_california_sur-mulege,53-mulege,2016
cci_cfe_03,firm_project,internal_combustion,fuel_oil,c_n_vizc,10-baja_california_sur-mulege,53-mulege,2016
cci_cfe_05,firm_project,internal_combustion,fuel_oil,c_n_vizc,10-baja_california_sur-mulege,53-mulege,2018
cci_gen_01,firm_project,internal_combustion,natural_gas,zzon_nort,05-norte,09-chihuahua,2016
cci_gen_02,firm_project,internal_combustion,natural_gas,g_sauzqro,03-occidental,30-queretaro,2016
cci_gen_03,optimization,internal_combustion,natural_gas,g,01-central,31-central,2019-
cci_gen_04,optimization,internal_combustion,natural_gas,g_sauzqro,03-occidental,26-salamanca,2019-
cci_gen_05,optimization,internal_combustion,natural_gas,g,01-central,31-central,2019-
cci_gen_06,optimization,internal_combustion,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
cci_gen_07,optimization,internal_combustion,natural_gas,zzon_nort,05-norte,11-laguna,2019-
cci_gen_08,optimization,internal_combustion,natural_gas,zzon_nort,05-norte,09-chihuahua,2019-
cci_gen_09,optimization,internal_combustion,natural_gas,g_ahnrr,06-noreste,12-rio_escondido,2019-
cci_gen_10,optimization,internal_combustion,natural_gas,g_slorp,02-oriental,34-puebla,2019-
cci_gen_11,optimization,internal_combustion,natural_gas,g_ahnrr,06-noreste,12-rio_escondido,2019-
cci_pp_01,optimization,internal_combustion,natural_gas,g_sauzqro,03-occidental,24-aguascalientes,2019-
cci_pp_02,optimization,internal_combustion,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019-
cci_pp_03,optimization,internal_combustion,natural_gas,g_sauzqro,03-occidental,24-aguascalientes,2019-
cci_pp_04,optimization,internal_combustion,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019-
ce_aut_74,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_aut_45,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_34,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_46,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_75,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_47,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_04,firm_project,eolic,,,06-noreste,21-guemez,2016
ce_aut_48,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_07,firm_project,eolic,,,06-noreste,21-guemez,2016
ce_aut_49,firm_project,eolic,,,06-noreste,21-guemez,2020
ce_aut_36,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_aut_37,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_aut_39,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_61,firm_project,eolic,,,02-oriental,40-ixtepec,2018
ce_aut_25,firm_project,eolic,,,03-occidental,24-aguascalientes,2016
ce_aut_72,firm_project,eolic,,,03-occidental,24-aguascalientes,2017
ce_aut_58,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_aut_13,firm_project,eolic,,,06-noreste,17-saltillo,2016
ce_aut_71,firm_project,eolic,,,02-oriental,39-grijalva,2016
ce_aut_17,firm_project,eolic,,,03-occidental,24-aguascalientes,2016
ce_aut_53,firm_project,eolic,,,06-noreste,15-matamoros,2020
ce_aut_54,firm_project,eolic,,,06-noreste,21-guemez,2020
ce_aut_55,firm_project,eolic,,,06-noreste,21-guemez,2020
ce_aut_40,firm_project,eolic,,,06-noreste,21-guemez,2020
ce_aut_41,firm_project,eolic,,,06-noreste,21-guemez,2020
ce_aut_56,firm_project,eolic,,,06-noreste,21-guemez,2020
ce_aut_33,firm_project,eolic,,,06-noreste,17-saltillo,2016
ce_aut_73,firm_project,eolic,,,06-noreste,17-saltillo,2017
ce_aut_44,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_aut_82,optimization,eolic,,,06-noreste,21-guemez,2019-
ce_aut_83,optimization,eolic,,,06-noreste,21-guemez,2019-
ce_aut_84,optimization,eolic,,,06-noreste,21-guemez,2019-
ce_aut_85,optimization,eolic,,,06-noreste,15-matamoros,2019-
ce_aut_38,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_aut_78,optimization,eolic,,,06-noreste,12-rio_escondido,2019-
ce_aut_68,optimization,eolic,,,03-occidental,24-aguascalientes,2019-
ce_aut_86,optimization,eolic,,,03-occidental,25-san_luis_potosi,2019-
ce_aut_80,optimization,eolic,,,06-noreste,16-monterrey,2019-
ce_aut_87,optimization,eolic,,,05-norte,10-durango,2019-
ce_aut_76,optimization,eolic,,,03-occidental,24-aguascalientes,2019-
ce_aut_12,optimization,eolic,,,03-occidental,24-aguascalientes,2019-
ce_aut_69,optimization,eolic,,,03-occidental,30-queretaro,2019-
ce_aut_88,optimization,eolic,,,07-peninsular,42-merida,2019-
ce_aut_77,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_aut_27,optimization,eolic,,,03-occidental,24-aguascalientes,2019-
ce_aut_89,optimization,eolic,,,02-oriental,32-poza_rica,2019-
ce_aut_70,optimization,eolic,,,03-occidental,24-aguascalientes,2019-
ce_aut_90,optimization,eolic,,,06-noreste,18-valles,2019-
ce_aut_91,optimization,eolic,,,06-noreste,18-valles,2019-
ce_aut_92,optimization,eolic,,,06-noreste,18-valles,2019-
ce_aut_63,optimization,eolic,,,06-noreste,16-monterrey,2019-
ce_aut_16,optimization,eolic,,,08-baja_california,48-mexicali,2019-
ce_aut_93,optimization,eolic,,,02-oriental,33-veracruz,2019-
ce_aut_94,optimization,eolic,,,07-peninsular,42-merida,2019-
ce_aut_64,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_aut_65,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_aut_95,optimization,eolic,,,06-noreste,21-guemez,2019-
ce_aut_96,optimization,eolic,,,03-occidental,25-san_luis_potosi,2019-
ce_aut_79,optimization,eolic,,,06-noreste,17-saltillo,2019-
ce_aut_18,optimization,eolic,,,08-baja_california,46-tijuana,2019-
ce_aut_81,optimization,eolic,,,06-noreste,16-monterrey,2019-
ce_aut_62,optimization,eolic,,,03-occidental,30-queretaro,2019-
ce_aut_67,optimization,eolic,,,04-noroeste,02-cananea,2019-
ce_aut_20,optimization,eolic,,,06-noreste,16-monterrey,2019-
ce_aut_30,optimization,eolic,,,06-noreste,12-rio_escondido,2019-
ce_aut_59,optimization,eolic,,,06-noreste,12-rio_escondido,2019-
ce_aut_97,optimization,eolic,,,02-oriental,32-poza_rica,2019-
ce_aut_98,optimization,eolic,,,05-norte,11-laguna,2019-
ce_aut_21,optimization,eolic,,,06-noreste,17-saltillo,2019-
ce_aut_99,optimization,eolic,,,02-oriental,34-puebla,2019-
ce_aut_100,optimization,eolic,,,02-oriental,34-puebla,2019-
ce_aut_42,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_aut_03,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_aut_57,auction_projects,eolic,,,07-peninsular,42-merida,2018
ce_aut_50,auction_projects,eolic,,,06-noreste,14-reynosa,2018
ce_cfe_02,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_cfe_03,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_cfe_05,optimization,eolic,,,08-baja_california,46-tijuana,2019-
ce_cfe_06,optimization,eolic,,,08-baja_california,46-tijuana,2019-
ce_cfe_07,optimization,eolic,,,08-baja_california,46-tijuana,2019-
ce_exp_01,optimization,eolic,,,08-baja_california,46-tijuana,2019-
ce_gen_02,firm_project,eolic,,,02-oriental,32-poza_rica,2019
ce_gen_01,firm_project,eolic,,,03-occidental,24-aguascalientes,2017
ce_gen_03,optimization,eolic,,,03-occidental,24-aguascalientes,2019-
ce_gen_04,optimization,eolic,,,03-occidental,25-san_luis_potosi,2019-
ce_gco_17,optimization,eolic,,,06-noreste,15-matamoros,2019-
ce_gco_07,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_gco_08,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_gco_09,optimization,eolic,,,02-oriental,40-ixtepec,2019-
ce_gco_18,generic_project,eolic,,,06-noreste,19-huasteca,2019-
ce_gco_19,generic_project,eolic,,,06-noreste,19-huasteca,2019-
ce_gco_20,generic_project,eolic,,,06-noreste,19-huasteca,2019-
ce_gco_10,generic_project,eolic,,,06-noreste,12-rio_escondido,2019-
ce_gco_01-ce_gco_05-ce_gco_15_2/,generic_project,eolic,,,06-noreste,12-rio_escondido,2019-
ce_gco_11-ce_gco_16_2/,generic_project,eolic,,,06-noreste,12-rio_escondido,2019-
ce_gco_12,generic_project,eolic,,,06-noreste,17-saltillo,2019-
ce_gco_06-ce_gco_13_2/,generic_project,eolic,,,06-noreste,17-saltillo,2019-
ce_gco_02-ce_gco_14_2/,generic_project,eolic,,,06-noreste,17-saltillo,2019-
ce_gco_03,generic_project,eolic,,,02-oriental,36-temascal,2019-
ce_gco_04,generic_project,eolic,,,02-oriental,36-temascal,2019-
ce_otr_07,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_otr_01,firm_project,eolic,,,03-occidental,25-san_luis_potosi,2017
ce_otr_08,firm_project,eolic,,,03-occidental,25-san_luis_potosi,2019
ce_otr_09,firm_project,eolic,,,02-oriental,40-ixtepec,2019
ce_otr_10,firm_project,eolic,,,09-baja_california_sur-la_paz,51-la_paz,2019
ce_otr_02,firm_project,eolic,,,06-noreste,18-valles,2017
ce_otr_05,firm_project,eolic,,,06-noreste,18-valles,2018
ce_otr_06,firm_project,eolic,,,03-occidental,24-aguascalientes,2018
ce_otr_03,auction_projects,eolic,,,07-peninsular,42-merida,2018
ce_otr_04,auction_projects,eolic,,,07-peninsular,42-merida,2018
ce_pie_01,firm_project,eolic,,,02-oriental,36-temascal,2019
ce_pie_02,firm_project,eolic,,,02-oriental,36-temascal,2019
ce_pie_03,firm_project,eolic,,,02-oriental,36-temascal,2019
ce_pp_01,firm_project,eolic,,,07-peninsular,42-merida,2016
ce_pp_03,firm_project,eolic,,,03-occidental,25-san_luis_potosi,2016
ce_pp_06,optimization,eolic,,,01-central,31-central,2019-
ce_pp_07,optimization,eolic,,,03-occidental,30-queretaro,2019-
ce_pp_08,optimization,eolic,,,03-occidental,30-queretaro,2019-
ce_pp_11,optimization,eolic,,,02-oriental,32-poza_rica,2019-
ce_pp_04,optimization,eolic,,,03-occidental,30-queretaro,2019-
ce_pp_12,optimization,eolic,,,03-occidental,25-san_luis_potosi,2019-
ce_pp_13,optimization,eolic,,,07-peninsular,42-merida,2019-
ce_pp_09,optimization,eolic,,,03-occidental,24-aguascalientes,2019-
ce_pp_10,optimization,eolic,,,05-norte,09-chihuahua,2019-
ce_pp_02,auction_projects,eolic,,,07-peninsular,42-merida,2018
cg_aut_03,optimization,geotermic,,,03-occidental,23-guadalajara,2019-
cg_aut_04,optimization,geotermic,,,03-occidental,23-guadalajara,2019-
cg_aut_01,optimization,geotermic,,,03-occidental,30-queretaro,2019-
cg_cfe_04,firm_project,geotermic,,,03-occidental,28-carapan,2018
cg_cfe_05,firm_project,geotermic,,,03-occidental,23-guadalajara,2019
cg_cfe_02,firm_project,geotermic,,,02-oriental,34-puebla,2016
cg_cfe_03,firm_project,geotermic,,,10-baja_california_sur-mulege,53-mulege,2017
cg_cfe_07,optimization,geotermic,,,03-occidental,23-guadalajara,2019-
cg_cfe_08,optimization,geotermic,,,03-occidental,23-guadalajara,2019-
cg_cfe_06,optimization,geotermic,,,02-oriental,34-puebla,2019-
cg_cfe_09,optimization,geotermic,,,08-baja_california,48-mexicali,2019-
cg_gco_01,generic_project,geotermic,,,01-central,31-central,2019-
cg_gco_13,generic_project,geotermic,,,02-oriental,39-grijalva,2019-
cg_gco_10-cg_gco_12_2/,generic_project,geotermic,,,03-occidental,23-guadalajara,2019-
cg_gco_07-cg_gco_09-cg_gco_11_2/,generic_project,geotermic,,,03-occidental,23-guadalajara,2019-
cg_gco_02-cg_gco_03_2/,generic_project,geotermic,,,02-oriental,34-puebla,2019-
cg_gco_04-cg_gco_05-cg_gco_06-cg_gco_08_2/,generic_project,geotermic,,,03-occidental,22-tepic,2019-
cg_pp_01,optimization,geotermic,,,03-occidental,22-tepic,2019-
ch_aut_28,firm_project,hydroelectric,,,02-oriental,32-poza_rica,2017
ch_aut_27,firm_project,hydroelectric,,,03-occidental,22-tepic,2016
ch_aut_31,optimization,hydroelectric,,,02-oriental,36-temascal,2019-
ch_aut_32,optimization,hydroelectric,,,02-oriental,33-veracruz,2019-
ch_aut_33,optimization,hydroelectric,,,04-noroeste,06-mazatlan,2019-
ch_aut_34,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_35,optimization,hydroelectric,,,02-oriental,36-temascal,2019-
ch_aut_36,optimization,hydroelectric,,,08-baja_california,46-tijuana,2019-
ch_aut_37,optimization,hydroelectric,,,03-occidental,22-tepic,2019-
ch_aut_38,optimization,hydroelectric,,,04-noroeste,01-hermosillo,2019-
ch_aut_39,optimization,hydroelectric,,,02-oriental,39-grijalva,2019-
ch_aut_40,optimization,hydroelectric,,,02-oriental,38-tabasco,2019-
ch_aut_41,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_42,optimization,hydroelectric,,,02-oriental,35-acapulco,2019-
ch_aut_43,optimization,hydroelectric,,,02-oriental,39-grijalva,2019-
ch_aut_44,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_29,optimization,hydroelectric,,,02-oriental,33-veracruz,2019-
ch_aut_30,optimization,hydroelectric,,,02-oriental,33-veracruz,2019-
ch_aut_45,optimization,hydroelectric,,,02-oriental,39-grijalva,2019-
ch_aut_46,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_47,optimization,hydroelectric,,,04-noroeste,02-cananea,2019-
ch_aut_48,optimization,hydroelectric,,,02-oriental,36-temascal,2019-
ch_aut_49,optimization,hydroelectric,,,02-oriental,33-veracruz,2019-
ch_aut_50,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_51,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_52,optimization,hydroelectric,,,04-noroeste,04-los_mochis,2019-
ch_aut_53,optimization,hydroelectric,,,04-noroeste,04-los_mochis,2019-
ch_aut_54,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_55,optimization,hydroelectric,,,02-oriental,32-poza_rica,2019-
ch_aut_56,optimization,hydroelectric,,,02-oriental,33-veracruz,2019-
ch_aut_57,optimization,hydroelectric,,,04-noroeste,06-mazatlan,2019-
ch_aut_58,optimization,hydroelectric,,,04-noroeste,05-culiacan,2019-
ch_aut_59,optimization,hydroelectric,,,01-central,31-central,2019-
ch_aut_60,optimization,hydroelectric,,,01-central,31-central,2019-
