project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
cinemex_coapa,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.505,,0.5,2960.0,28.044,503,operational,d_naciona,diesel,00-autoabasto_local
cinemex_cuauhtemoc,internal_combustion_diesel,00-autoabasto,12.6,0,3.16,,7.4,0.509,,0.5,2960.0,28.044,504,operational,d_naciona,diesel,00-autoabasto_local
cinemex_cuiculco,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.505,,0.5,2960.0,28.044,505,operational,d_naciona,diesel,00-autoabasto_local
cinemex_galerias,internal_combustion_diesel,00-autoabasto,10.7,0,3.16,,7.4,0.505,,0.5,2960.0,28.044,506,operational,d_naciona,diesel,00-autoabasto_local
cinemex_izcalli,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.563,,0.5,2960.0,28.044,507,operational,d_naciona,diesel,00-autoabasto_local
cinemex_iztapalapa,internal_combustion_diesel,00-autoabasto,12.0,0,3.16,,7.4,0.505,,0.5,2960.0,28.044,508,operational,d_naciona,diesel,00-autoabasto_local
cinemex_mundo_e,internal_combustion_diesel,00-autoabasto,9.9,0,3.16,,7.4,1.115,,1.0,2960.0,28.044,509,operational,d_naciona,diesel,00-autoabasto_local
cinemex_palacio_chino,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.505,,0.5,2960.0,28.044,510,operational,d_naciona,diesel,00-autoabasto_local
cinemex_plaza_sur,internal_combustion_diesel,00-autoabasto,10.7,0,3.16,,7.4,0.52,,0.5,2960.0,28.044,511,operational,d_naciona,diesel,00-autoabasto_local
cinemex_polanco,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.645,,0.6,2960.0,28.044,512,operational,d_naciona,diesel,00-autoabasto_local
cinemex_real,internal_combustion_diesel,00-autoabasto,11.7,0,3.16,,7.4,0.509,,0.5,2960.0,28.044,513,operational,d_naciona,diesel,00-autoabasto_local
cinemex_tenayuca,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.511,,0.5,2960.0,28.044,514,operational,d_naciona,diesel,00-autoabasto_local
cinemex_ticoman,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.509,,0.5,2960.0,28.044,515,operational,d_naciona,diesel,00-autoabasto_local
cinemex_universidad,internal_combustion_diesel,00-autoabasto,24.8,0,3.16,,7.4,0.509,,0.5,2960.0,28.044,516,operational,d_naciona,diesel,00-autoabasto_local
cinemex_zaragoza,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.52,,0.5,2960.0,28.044,517,operational,d_naciona,diesel,00-autoabasto_local
cmt_de_la_laguna,internal_combustion_diesel,00-autoabasto,10.9,0,3.16,,7.4,1.6,,1.5,2960.0,28.044,518,operational,d_naciona,diesel,00-autoabasto_local
coeur_mexicana,internal_combustion_diesel,00-autoabasto,19.5,0,3.16,,7.4,21.9,,20.0,2960.0,28.044,519,operational,d_naciona,diesel,00-autoabasto_local
comision_estatal_de_servicios_publicos_de_mex,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.6,,1.5,2960.0,28.044,520,operational,d_bcn,diesel,00-autoabasto_local
compania_azucarera_de_los_mochis,bioenergy_fuel_oil,00-autoabasto,51.1,0,15.0,,7.1,14.0,,13.1,1980.0,60.0,521,operational,c_n_maza,fuel_oil,00-autoabasto_local
compania_azucarera_del_rio_guayalejo,bioenergy_diesel,00-autoabasto,744.2,0,15.0,,7.1,45.5,,42.6,1980.0,60.0,522,operational,d_naciona,diesel,00-autoabasto_local
compania_azucarera_independencia,bioenergy_fuel_oil,00-autoabasto,32.8,0,15.0,,7.1,9.6,,9.0,1980.0,60.0,523,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_azucarera_la_concepcion,bioenergy_fuel_oil,00-autoabasto,121.2,0,15.0,,7.1,4.2,,3.9,1980.0,60.0,524,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_azucarera_la_fe,bioenergy_diesel,00-autoabasto,48.7,0,15.0,,7.1,13.06,,12.2,1980.0,60.0,525,operational,d_naciona,diesel,00-autoabasto_local
compania_cervecera_de_zacatecas,thermal_fuel_oil,00-autoabasto,7.9,0,3.94,,7.1,50.0,,46.9,2018.0,44.254,526,operational,c_n_vrey,fuel_oil,00-autoabasto_local
compania_cervecera_el_tropico,thermal_natural_gas,00-autoabasto,31.7,0,3.94,,7.1,25.0,,23.4,2018.0,44.254,527,operational,g_ahnrr,natural_gas,00-autoabasto_local
compania_de_nitrogeno_de_cantarell,gas_turbine_natural_gas,00-autoabasto,16.1,0,3.13,,5.5,362.6,,359.0,510.0,6.44,528,operational,g_lerma,natural_gas,00-autoabasto_local
compania_desarrolladora_los_cabos,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.089,,1.9,2960.0,28.044,529,operational,d_bcn,diesel,00-autoabasto_local
ingenio_tamazula_planta_sant,hydroelectric,00-autoabasto,0.0,0,0.0,,1.0,2.49,,0.5,2891.0,30.576,530,operational,,,00-autoabasto_local
compania_industrial_azucarera,bioenergy_fuel_oil,00-autoabasto,30.8,0,15.0,,7.1,5.5,,5.2,1980.0,60.0,531,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
compania_minera_autlan_unida,internal_combustion_natural_gas,00-autoabasto,15.6,0,3.16,,7.4,11.125,,10.2,2960.0,28.044,532,operational,g,natural_gas,00-autoabasto_local
compania_minera_dolores_campament,internal_combustion_diesel,00-autoabasto,9.6,0,3.16,,7.4,1.2,,1.1,2960.0,28.044,533,operational,d_naciona,diesel,00-autoabasto_local
compania_minera_dolores_procesos,internal_combustion_diesel,00-autoabasto,11.6,0,3.16,,7.4,10.8,,9.9,2960.0,28.044,534,operational,d_naciona,diesel,00-autoabasto_local
compania_occidental_mexicana,internal_combustion_diesel,00-autoabasto,12.7,0,3.16,,7.4,8.75,,8.0,2960.0,28.044,535,operational,d_bcn,diesel,00-autoabasto_local
conductores_mexicanos_electricos_y_de_telecom_guad,internal_combustion_diesel,00-autoabasto,11.9,0,3.16,,7.4,3.0,,2.8,2960.0,28.044,536,operational,d_naciona,diesel,00-autoabasto_local
conductores_mexicanos_electricos_y_de_telecom_lati,internal_combustion_diesel,00-autoabasto,11.0,0,3.16,,7.4,3.75,,3.4,2960.0,28.044,537,operational,d_naciona,diesel,00-autoabasto_local
conservas_la_costena_y_jugome,bioenergy_natural_gas,00-autoabasto,12.0,0,15.0,,7.4,0.971,,0.9,1980.0,60.0,538,operational,g_central,natural_gas,00-autoabasto_local
continental_automotive_guadalajara_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,3.65,,3.3,2960.0,28.044,539,operational,d_naciona,diesel,00-autoabasto_local
continental_automotive_mexicana,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.81,,0.7,2960.0,28.044,540,operational,d_naciona,diesel,00-autoabasto_local
continental_automotive_mexicana_cuaut,internal_combustion_diesel,00-autoabasto,10.5,0,3.16,,7.4,2.59,,2.4,2960.0,28.044,541,operational,d_naciona,diesel,00-autoabasto_local
copropiedad_electrica_del_grupo_quimico_cydsa,thermal_natural_gas,00-autoabasto,9.6,0,3.94,,7.1,8.0,,7.5,2018.0,44.254,542,operational,g_ahnrr,natural_gas,00-autoabasto_local
cordaflex,internal_combustion_diesel,00-autoabasto,13.0,0,3.16,,7.4,2.5,,2.3,2960.0,28.044,543,operational,d_naciona,diesel,00-autoabasto_local
covalence_specialty_materials_mexico,internal_combustion_diesel,00-autoabasto,24.2,0,3.16,,7.4,1.5,,1.4,2960.0,28.044,544,operational,d_bcn,diesel,00-autoabasto_local
dafmex,internal_combustion_diesel,00-autoabasto,9.9,0,3.16,,7.4,0.8,,0.7,2960.0,28.044,545,operational,d_bcn,diesel,00-autoabasto_local
desarrollos_mineros_san_luis,internal_combustion_diesel,00-autoabasto,11.3,0,3.16,,7.4,4.0,,3.7,2960.0,28.044,546,operational,d_naciona,diesel,00-autoabasto_local
destiladora_del_valle,thermal_fuel_oil,00-autoabasto,39.1,0,3.94,,7.1,1.5,,1.4,2018.0,44.254,547,operational,c_n_tula,fuel_oil,00-autoabasto_local
don_david_gold_mexico,internal_combustion_diesel,00-autoabasto,30.2,0,3.16,,7.4,3.64,,3.3,2960.0,28.044,548,operational,d_naciona,diesel,00-autoabasto_local
ecosys_iii,bioenergy_natural_gas,00-autoabasto,12.4,0,15.0,,7.4,1.748,,1.6,1980.0,60.0,549,operational,g_sauzqro,natural_gas,00-autoabasto_local
el_palacio_de_hierro_interlomas,internal_combustion_diesel,00-autoabasto,11.2,0,3.16,,7.4,3.0,,2.8,2960.0,28.044,550,operational,d_naciona,diesel,00-autoabasto_local
el_palacio_de_hierro_villahermosa,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.4,,2.2,2960.0,28.044,551,operational,d_naciona,diesel,00-autoabasto_local
embotelladora_del_caribe,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,552,operational,d_penins,diesel,00-autoabasto_local
empacadora_celaya,internal_combustion_diesel,00-autoabasto,10.1,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,553,operational,d_naciona,diesel,00-autoabasto_local
empacadora_san_marcos,bioenergy_natural_gas,00-autoabasto,10.3,0,15.0,,7.4,0.974,,0.9,1980.0,60.0,554,operational,g_tuxpoz,natural_gas,00-autoabasto_local
empaques_de_carton_titan_pla,thermal_natural_gas,00-autoabasto,22.7,0,3.94,,7.1,35.19,,33.0,2018.0,44.254,555,operational,g_central,natural_gas,00-autoabasto_local
empaques_modernos_san_pablo_cog,gas_turbine_natural_gas,00-autoabasto,22.2,0,3.19,,5.5,6.0,,5.9,1059.0,28.477,556,operational,g_central,natural_gas,00-autoabasto_local
empaques_modernos_san_pablo_upc,thermal_natural_gas,00-autoabasto,28.4,0,3.94,,7.1,14.0,,13.1,2018.0,44.254,557,operational,g_central,natural_gas,00-autoabasto_local
energia_bidarena,internal_combustion_natural_gas,00-autoabasto,15.9,0,3.16,,7.4,6.15,,5.6,2960.0,28.044,558,operational,g,natural_gas,00-autoabasto_local
energia_costa_azul,gas_turbine_natural_gas,00-autoabasto,19.2,0,4.19,,5.5,68.0,,66.3,755.0,8.517,559,operational,g_i_jovibn,natural_gas,00-autoabasto_local
energia_de_baja_california,combined_cycle_natural_gas,00-autoabasto,7.4,0,3.02,,7.7,337.05,,328.3,834.0,17.314,560,operational,zzon_noro,natural_gas,00-autoabasto_local
energia_sierra_juarez,eolic,00-autoabasto,0.0,0,0.0,,0.0,156.0,,39.0,1836.0,24.963,561,operational,,,00-autoabasto_local
eurocopter_de_mexico_planta_queretaro,internal_combustion_natural_gas,00-autoabasto,10.1,0,3.16,,7.4,2.7,,2.5,2960.0,28.044,562,operational,g_sauzqro,natural_gas,00-autoabasto_local
exportadora_de_sal_planta_guer,internal_combustion_diesel,00-autoabasto,11.5,0,3.16,,7.4,22.053,,20.2,2960.0,28.044,563,operational,d_bcn,diesel,00-autoabasto_local
ferrocarriles_suburbanos,regen_brakes,00-autoabasto,7.2,0,,,7.7,6.608,,6.4,,,564,operational,,,00-autoabasto_local
fideicomiso_ingenio_atencingo,bioenergy_fuel_oil,00-autoabasto,49.6,0,15.0,,7.1,15.0,,14.1,1980.0,60.0,565,operational,c_n_poza,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_casasano,bioenergy_fuel_oil,00-autoabasto,230.0,0,15.0,,7.1,3.4,,3.2,1980.0,60.0,566,operational,c_n_tula,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_emiliano_zapata,bioenergy_fuel_oil,00-autoabasto,52.1,0,15.0,,7.1,8.6,,8.1,1980.0,60.0,567,operational,c_n_tula,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_la_providencia,bioenergy_fuel_oil,00-autoabasto,65.1,0,15.0,,7.1,7.0,,6.6,1980.0,60.0,568,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
fideicomiso_ingenio_plan_de_san_luis,bioenergy_fuel_oil,00-autoabasto,100.1,0,15.0,,7.1,9.0,,8.4,1980.0,60.0,569,operational,c_n_alta,fuel_oil,00-autoabasto_local
fomento_azucarero_del_golfo,bioenergy_fuel_oil,00-autoabasto,123.4,0,15.0,,7.1,17.6,,16.5,1980.0,60.0,570,operational,c_n_alta,fuel_oil,00-autoabasto_local
fuerza_y_energia_de_tuxpan,combined_cycle_natural_gas,00-autoabasto,7.2,0,4.43,,7.7,30.0,,29.1,1404.0,24.585,571,operational,g_2boca,natural_gas,00-autoabasto_local
geusa_de_occidente,internal_combustion_diesel,00-autoabasto,10.5,0,3.16,,7.4,2.72,,2.5,2960.0,28.044,572,operational,d_naciona,diesel,00-autoabasto_local
grupo_azucarero_san_pedro,bioenergy_fuel_oil,00-autoabasto,45.9,0,15.0,,7.1,10.0,,9.4,1980.0,60.0,573,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
grupo_gamesa_planta_ce,internal_combustion_diesel,00-autoabasto,12.6,0,3.16,,7.4,7.925,,7.3,2960.0,28.044,574,operational,d_naciona,diesel,00-autoabasto_local
grupo_posadas_planta_fiesta,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.768,,0.7,2960.0,28.044,575,operational,d_penins,diesel,00-autoabasto_local
grupo_romamills,internal_combustion_natural_gas,00-autoabasto,10.3,0,3.16,,7.4,2.835,,2.6,2960.0,28.044,576,operational,g,natural_gas,00-autoabasto_local
grupo_tecnico_de_servicios,internal_combustion_diesel,00-autoabasto,12.0,0,3.16,,7.4,1.6,,1.5,2960.0,28.044,577,operational,d_bcn,diesel,00-autoabasto_local
hersmex,internal_combustion_natural_gas,00-autoabasto,10.3,0,3.16,,7.4,4.01,,3.7,2960.0,28.044,578,operational,g_ahnrr,natural_gas,00-autoabasto_local
hierro_sonora,internal_combustion_diesel,00-autoabasto,12.1,0,3.16,,7.4,3.28,,3.0,2960.0,28.044,579,operational,d_naciona,diesel,00-autoabasto_local
homecare_de_mexico,gas_turbine_natural_gas,00-autoabasto,9.6,0,3.19,,5.5,1.0,,1.0,1059.0,28.477,580,operational,g_ahnrr,natural_gas,00-autoabasto_local
honeywell_aerospace_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,3.5,,3.2,2960.0,28.044,581,operational,d_naciona,diesel,00-autoabasto_local
hotel_condesa_del_mar,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.81,,0.7,2960.0,28.044,582,operational,d_naciona,diesel,00-autoabasto_local
hotel_gran_caribe_real,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.35,,1.2,2960.0,28.044,583,operational,d_penins,diesel,00-autoabasto_local
hotelera_del_sudeste_planta,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.511,,1.4,2960.0,28.044,584,operational,d_penins,diesel,00-autoabasto_local
impulsora_de_la_cuenca_del_papaloapan,bioenergy_fuel_oil,00-autoabasto,212.1,0,15.0,,7.1,24.2,,22.7,1980.0,60.0,585,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
industria_del_alcali,thermal_natural_gas,00-autoabasto,9.6,0,3.94,,7.1,1.5,,1.4,2018.0,44.254,586,operational,g_ahnrr,natural_gas,00-autoabasto_local
industrias_ferroplasticas,internal_combustion_natural_gas,00-autoabasto,10.3,0,3.16,,7.4,1.3,,1.2,2960.0,28.044,587,operational,g_sauzqro,natural_gas,00-autoabasto_local
ingenio_adolfo_lopez_mateos,bioenergy_fuel_oil,00-autoabasto,46.3,0,15.0,,7.1,13.5,,12.7,1980.0,60.0,588,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_alianza_popular,bioenergy_fuel_oil,00-autoabasto,54.5,0,15.0,,7.1,6.395,,6.0,1980.0,60.0,589,operational,c_n_alta,fuel_oil,00-autoabasto_local
ingenio_el_carmen,bioenergy_fuel_oil,00-autoabasto,169.3,0,15.0,,7.1,6.75,,6.3,1980.0,60.0,590,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_el_higo,bioenergy_diesel,00-autoabasto,46.0,0,15.0,,7.1,21.8,,20.4,1980.0,60.0,591,operational,d_naciona,diesel,00-autoabasto_local
ingenio_el_mante,bioenergy_fuel_oil,00-autoabasto,32.9,0,15.0,,7.1,5.75,,5.4,1980.0,60.0,592,operational,c_n_rbra,fuel_oil,00-autoabasto_local
ingenio_el_modelo,bioenergy_fuel_oil,00-autoabasto,214.9,0,15.0,,7.1,9.0,,8.4,1980.0,60.0,593,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_el_molino,bioenergy_fuel_oil,00-autoabasto,52.9,0,15.0,,7.1,10.0,,9.4,1980.0,60.0,594,operational,c_n_maza,fuel_oil,00-autoabasto_local
ingenio_el_potrero,bioenergy_fuel_oil,00-autoabasto,49.7,0,15.0,,7.1,10.0,,9.4,1980.0,60.0,595,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_el_refugio,bioenergy_fuel_oil,00-autoabasto,24.5,0,15.0,,7.1,4.0,,3.8,1980.0,60.0,596,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_eldorado,bioenergy_fuel_oil,00-autoabasto,44.1,0,15.0,,7.1,9.6,,9.0,1980.0,60.0,597,operational,c_n_maza,fuel_oil,00-autoabasto_local
ingenio_la_margarita,bioenergy_fuel_oil,00-autoabasto,164.3,0,15.0,,7.1,7.3,,6.8,1980.0,60.0,598,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_lazaro_cardenas,bioenergy_fuel_oil,00-autoabasto,60.7,0,15.0,,7.1,5.5,,5.2,1980.0,60.0,599,operational,c_n_petacal,fuel_oil,00-autoabasto_local
ingenio_mahuixtlan,bioenergy_fuel_oil,00-autoabasto,76.6,0,15.0,,7.1,3.26,,3.1,1980.0,60.0,600,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_melchor_ocampo,bioenergy_diesel,00-autoabasto,54.8,0,15.0,,7.1,6.1,,5.7,1980.0,60.0,601,operational,d_naciona,diesel,00-autoabasto_local
ingenio_nuevo_san_francisco,bioenergy_fuel_oil,00-autoabasto,193.0,0,15.0,,7.1,6.5,,6.1,1980.0,60.0,602,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_plan_de_ayala,bioenergy_fuel_oil,00-autoabasto,288.0,0,15.0,,7.1,16.0,,15.0,1980.0,60.0,603,operational,c_n_alta,fuel_oil,00-autoabasto_local
ingenio_presidente_benito_juarez,bioenergy_fuel_oil,00-autoabasto,100.0,0,15.0,,7.1,14.0,,13.1,1980.0,60.0,604,operational,c_n_poza,fuel_oil,00-autoabasto_local
ingenio_queseria,bioenergy_fuel_oil,00-autoabasto,8.8,0,15.0,,7.1,5.5,,5.2,1980.0,60.0,605,operational,c_n_petacal,fuel_oil,00-autoabasto_local
ingenio_san_francisco_ameca,bioenergy_fuel_oil,00-autoabasto,21.2,0,15.0,,7.1,4.5,,4.2,1980.0,60.0,606,operational,c_n_sala,fuel_oil,00-autoabasto_local
ingenio_san_jose_de_abajo,bioenergy_fuel_oil,00-autoabasto,39.4,0,15.0,,7.1,8.0,,7.5,1980.0,60.0,607,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_san_miguelito,bioenergy_fuel_oil,00-autoabasto,46.5,0,15.0,,7.1,5.2,,4.9,1980.0,60.0,608,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingenio_san_rafael_de_pucte,bioenergy_fuel_oil,00-autoabasto,98.2,0,15.0,,7.1,9.0,,8.4,1980.0,60.0,609,operational,c_n_vall,fuel_oil,00-autoabasto_local
ingenio_santa_clara,bioenergy_diesel,00-autoabasto,52.0,0,15.0,,7.1,9.1,,8.5,1980.0,60.0,610,operational,d_naciona,diesel,00-autoabasto_local
ingenio_tala,bioenergy_fuel_oil,00-autoabasto,46.5,0,15.0,,7.1,12.0,,11.2,1980.0,60.0,611,operational,c_n_sala,fuel_oil,00-autoabasto_local
ingenio_tamazula,bioenergy_fuel_oil,00-autoabasto,120.4,0,15.0,,7.1,10.47,,9.8,1980.0,60.0,612,operational,c_n_sala,fuel_oil,00-autoabasto_local
itzicuaro,hydroelectric,03-occidental,0.0,0,0.0,,1.0,0.64,,0.5,2891.0,30.576,613,operational,,,28-carapan
ingenio_tres_valles,bioenergy_fuel_oil,00-autoabasto,9.6,0,15.0,,7.1,12.0,,11.2,1980.0,60.0,614,operational,c_n_tuxp,fuel_oil,00-autoabasto_local
ingredion_mexico,combined_cycle_natural_gas,00-autoabasto,8.9,0,4.43,,7.7,29.2,,28.3,1404.0,24.585,615,operational,g_sauzqro,natural_gas,00-autoabasto_local
inmobiliaria_puerta_maya,internal_combustion_diesel,00-autoabasto,16.5,0,3.16,,7.4,1.5,,1.4,2960.0,28.044,616,operational,d_naciona,diesel,00-autoabasto_local
inmobiliaria_rog,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,617,operational,d_naciona,diesel,00-autoabasto_local
innophos_fosfatados_de_mexico_cog,thermal_natural_gas,00-autoabasto,9.6,0,3.94,,7.1,6.25,,5.9,2018.0,44.254,618,operational,g_slorp,natural_gas,00-autoabasto_local
inversiones_mallorca,internal_combustion_diesel,00-autoabasto,10.8,0,3.16,,7.4,2.928,,2.7,2960.0,28.044,619,operational,d_penins,diesel,00-autoabasto_local
inversiones_palma,internal_combustion_diesel,00-autoabasto,11.6,0,3.16,,7.4,3.0,,2.8,2960.0,28.044,620,operational,d_penins,diesel,00-autoabasto_local
jacktar,internal_combustion_diesel,00-autoabasto,8.5,0,3.16,,7.4,2.7,,2.5,2960.0,28.044,621,operational,d_penins,diesel,00-autoabasto_local
kraft_foods_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.02,,0.9,2960.0,28.044,622,operational,d_naciona,diesel,00-autoabasto_local
la_torre_del_vigia_a_r,internal_combustion_diesel,00-autoabasto,13.2,0,3.16,,7.4,3.75,,3.4,2960.0,28.044,623,operational,d_naciona,diesel,00-autoabasto_local
laboratorios_pisa_planta_tla,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,5.475,,5.0,2960.0,28.044,624,operational,d_naciona,diesel,00-autoabasto_local
laboratorios_pisa_jalisco,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,9.83,,9.0,2960.0,28.044,625,operational,d_naciona,diesel,00-autoabasto_local
laproba_el_aguila,internal_combustion_diesel,00-autoabasto,11.5,0,3.16,,7.4,1.5,,1.4,2960.0,28.044,626,operational,d_naciona,diesel,00-autoabasto_local
latinoamericana_de_vidrio,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,6.0,,5.5,2960.0,28.044,627,operational,d_naciona,diesel,00-autoabasto_local
leiser_planta_san_luis,internal_combustion_diesel,00-autoabasto,13.3,0,3.16,,7.4,9.246,,8.5,2960.0,28.044,628,operational,d_naciona,diesel,00-autoabasto_local
lmf_frisa_comercial_ecaptepec,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,629,operational,d_naciona,diesel,00-autoabasto_local
lmf_frisa_comercial,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.27,,1.2,2960.0,28.044,630,operational,d_naciona,diesel,00-autoabasto_local
loma_textil,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.72,,2.5,2960.0,28.044,631,operational,d_naciona,diesel,00-autoabasto_local
mabe_mexico_planta_pla,internal_combustion_diesel,00-autoabasto,12.7,0,3.16,,7.4,1.556,,1.4,2960.0,28.044,632,operational,d_naciona,diesel,00-autoabasto_local
mabe_mexico_planta_tro,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,633,operational,d_naciona,diesel,00-autoabasto_local
mabe_sanyo_compressors,internal_combustion_diesel,00-autoabasto,11.4,0,3.16,,7.4,3.416,,3.1,2960.0,28.044,634,operational,d_naciona,diesel,00-autoabasto_local
manantiales_la_asuncion,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,635,operational,d_naciona,diesel,00-autoabasto_local
marindustrias,internal_combustion_diesel,00-autoabasto,10.7,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,636,operational,d_naciona,diesel,00-autoabasto_local
mayakoba_thai,internal_combustion_diesel,00-autoabasto,13.2,0,3.16,,7.4,3.0,,2.8,2960.0,28.044,637,operational,d_penins,diesel,00-autoabasto_local
medica_sur,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.02,,0.9,2960.0,28.044,638,operational,d_naciona,diesel,00-autoabasto_local
mega_empack_planta_ii,internal_combustion_diesel,00-autoabasto,10.8,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,639,operational,d_penins,diesel,00-autoabasto_local
micase,gas_turbine_natural_gas,00-autoabasto,9.6,0,3.19,,5.5,10.69,,10.4,1059.0,28.477,640,operational,g_central,natural_gas,00-autoabasto_local
minas_de_oro_nacional,internal_combustion_diesel,00-autoabasto,10.6,0,3.16,,7.4,18.65,,17.1,2960.0,28.044,641,operational,d_naciona,diesel,00-autoabasto_local
minas_santa_maria_de_moris,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.73,,2.5,2960.0,28.044,642,operational,d_naciona,diesel,00-autoabasto_local
minera_bismark,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,3.2,,2.9,2960.0,28.044,643,operational,d_naciona,diesel,00-autoabasto_local
minera_la_encantada,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,13.2,,12.1,2960.0,28.044,644,operational,d_naciona,diesel,00-autoabasto_local
minera_roble,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.5,,1.4,2960.0,28.044,645,operational,d_naciona,diesel,00-autoabasto_local
minera_y_metalurgica_del_boleo,internal_combustion_fuel_oil,00-autoabasto,8.8,0,8.01,,7.4,30.85,,28.2,2706.0,61.852,646,operational,c_n_vizc,fuel_oil,00-autoabasto_local
molymex,internal_combustion_diesel,00-autoabasto,10.2,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,647,operational,d_naciona,diesel,00-autoabasto_local
monclova_pirineos_gas,internal_combustion_natural_gas,00-autoabasto,9.6,0,3.16,,7.4,2.4,,2.2,2960.0,28.044,648,operational,g_ahnrr,natural_gas,00-autoabasto_local
nemak,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,7.0,,6.4,2960.0,28.044,649,operational,d_naciona,diesel,00-autoabasto_local
nestle_mexico_edomex,internal_combustion_natural_gas,00-autoabasto,27.0,0,3.16,,7.4,2.453,,2.2,2960.0,28.044,650,operational,g,natural_gas,00-autoabasto_local
nestle_mexico_queretaro,internal_combustion_diesel,00-autoabasto,9.4,0,3.16,,7.4,1.825,,1.7,2960.0,28.044,651,operational,d_naciona,diesel,00-autoabasto_local
nestle_mexico_planta_coatepe,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,652,operational,d_naciona,diesel,00-autoabasto_local
no_sabe_fallar,internal_combustion_diesel,00-autoabasto,19.6,0,3.16,,7.4,1.5,,1.4,2960.0,28.044,653,operational,d_naciona,diesel,00-autoabasto_local
