GENERATIONS_PROJECT	gen_tech	gen_load_zone	gen_connect_cost_per_mw	gen_full_load_heat_rate	proj_variable_o_m	gen_capacity_limit_mw	gen_energy_source	gen_variable_om	gen_min_build_capacity	gen_scheduled_outage_rate	gen_forced_outage_rate	gen_max_age	gen_unit_size	proj_ccs_capture_efficiency	proj_ccs_energy_load	gen_storage_efficiency	proj_store_to_release_ratio	gen_is_variable	gen_is_baseload	gen_is_cogen
urrea_herramientas_profesionales	gas_turbine_natural_gas	23-guadalajara	99048.565	8.624685497	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
valladolid	combined_cycle_natural_gas	42-merida	99048.565	9.163728341	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
valladolid_iii	combined_cycle_natural_gas	42-merida	99048.565	6.558354598	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
valladolid_u1_tc	thermal_fuel_oil	42-merida	99048.565	12.12846398	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
valladolid_u2_tc	thermal_fuel_oil	42-merida	99048.565	12.12846398	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
valle_de_mexico	combined_cycle_natural_gas	31-central	99048.565	10.15197355	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
valle_de_mexico_tc_u1	thermal_fuel_oil	31-central	99048.565	8.534845023	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
valle_de_mexico_tc_u2	thermal_fuel_oil	31-central	99048.565	8.534845023	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
valle_de_mexico_tc_u3	thermal_fuel_oil	31-central	99048.565	8.534845023	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
vallejo_lyfc	gas_turbine_natural_gas	31-central	99048.565	8.984047394	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ventika	wind	14-reynosa	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
ventika_ii	wind	14-reynosa	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
victoria_lyfc	gas_turbine_natural_gas	31-central	99048.565	9.073887868	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
villa_de_las_flores_lyfc	gas_turbine_natural_gas	31-central	99048.565	9.523090232	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
villa_de_reyes_u1	thermal_fuel_oil	25-san_luis_potosi	99048.565	9.523090232	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
villa_de_reyes_u2	thermal_fuel_oil	25-san_luis_potosi	99048.565	9.523090232	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
villita	hydroelectric	29-lazaro_cardenas	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
vizcaino	gas_turbine_diesel	53-mulege	99048.565	33.42065631	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
wind_lz1-proj1	wind	01-hermosillo	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz10-proj1	wind	10-durango	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz11-proj1	wind	11-laguna	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz12-proj1	wind	12-rio_escondido	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz13-proj1	wind	13-nuevo_laredo	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz14-proj1	wind	14-reynosa	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz15-proj1	wind	15-matamoros	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz16-proj1	wind	16-monterrey	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz17-proj1	wind	17-saltillo	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz18-proj1	wind	18-valles	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz19-proj1	wind	19-huasteca	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz2-proj1	wind	02-cananea	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz20-proj1	wind	20-tamazunchale	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz21-proj1	wind	21-guemez	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz22-proj1	wind	22-tepic	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz23-proj1	wind	23-guadalajara	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz24-proj1	wind	24-aguascalientes	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz25-proj1	wind	25-san_luis_potosi	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz26-proj1	wind	26-salamanca	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz27-proj1	wind	27-manzanillo	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz28-proj1	wind	28-carapan	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz29-proj1	wind	29-lazaro_cardenas	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz3-proj1	wind	03-obregon	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz30-proj1	wind	30-queretaro	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz31-proj1	wind	31-central	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz32-proj1	wind	32-poza_rica	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz33-proj1	wind	33-veracruz	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz34-proj1	wind	34-puebla	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz35-proj1	wind	35-acapulco	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz36-proj1	wind	36-temascal	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz37-proj1	wind	37-coatzacoalcos	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz38-proj1	wind	38-tabasco	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz39-proj1	wind	39-grijalva	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz4-proj1	wind	04-los_mochis	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz40-proj1	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz41-proj1	wind	41-lerma	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz42-proj1	wind	42-merida	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz43-proj1	wind	43-cancun	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz44-proj1	wind	44-chetumal	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz45-proj1	wind	45-cozumel	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz46-proj1	wind	46-tijuana	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz47-proj1	wind	47-ensenada	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz48-proj1	wind	48-mexicali	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz49-proj1	wind	49-san_luis_rio_colorado	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz5-proj1	wind	05-culiacan	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz50-proj1	wind	50-villa_constitucion	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz51-proj1	wind	51-la_paz	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz52-proj1	wind	52-los_cabos	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz53-proj1	wind	53-mulege	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz6-proj1	wind	06-mazatlan	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz7-proj1	wind	07-juarez	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz8-proj1	wind	08-moctezuma	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
wind_lz9-proj1	wind	09-chihuahua	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
x-elio_conejo	solar	09-chihuahua	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
x-elio_mexsolar_1-2	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
x-elio_xoxocotla	solar	34-puebla	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
xul_-_ha_cfe_18000	gas_turbine_diesel	44-chetumal	99048.565	8.624685497	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
xul_-_ha_u1_tg	gas_turbine_diesel	44-chetumal	99048.565	21.92107564	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
xul_-_ha_u2_tg	gas_turbine_diesel	44-chetumal	99048.565	21.92107564	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
yecora_u1	internal_combustion_fuel_oil	03-obregon	99048.565	10.96053782	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
yecora_u2	internal_combustion_fuel_oil	03-obregon	99048.565	10.96053782	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
yecora_u3	internal_combustion_fuel_oil	03-obregon	99048.565	10.96053782	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
yecora_u4	internal_combustion_fuel_oil	03-obregon	99048.565	10.96053782	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
yuumiliik	wind	43-cancun	99048.565	.	0	10000	wind	0	.   0.001   0.001    25	.	.	.	.	.	1	0	0
zacapu_power	thermal_fuel_oil	30-queretaro	99048.565	5.92947128	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
zimapan	hydroelectric	30-queretaro	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
zuma_orejana	solar	03-obregon	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
zuma_parque_ecologico_reynosa_1_4	wind	14-reynosa	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
zuma_santa_maria	solar	09-chihuahua	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
zumpimito	hydroelectric	28-carapan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
